,TITLE,REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,REPORT_DATE,REPORT_COUNT,LINK
3059,Northrup Canyon,Central Washington,3.0,roundtrip,384.0,2134.0,3.75,8,2019-06-09,72,https://www.wta.org/go-hiking/hikes/northrup-canyon
3060,North Fork Entiat River,Central Cascades,26.0,roundtrip,4000.0,7150.0,2.5,4,2018-05-26,28,https://www.wta.org/go-hiking/hikes/north-fork-entiat-river
3061,Nordic Pass - Hyak,Snoqualmie Region,3.2,roundtrip,660.0,3516.0,3.67,6,2019-03-10,43,https://www.wta.org/go-hiking/hikes/nordic-pass-hyak
3062,Obstruction Point Road Snowshoe,Olympic Peninsula,,,,,5.0,1,2018-03-11,9,https://www.wta.org/go-hiking/hikes/obstruction-point-road-snowshoe
3063,Observation Rock,Mount Rainier Area,13.0,roundtrip,3435.0,8364.0,1.0,1,2018-10-13,40,https://www.wta.org/go-hiking/hikes/observation-rock
3064,Lake Creek,Eastern Washington,26.0,roundtrip,340.0,1840.0,3.25,4,2017-09-30,7,https://www.wta.org/go-hiking/hikes/odessa-lake-creek-trail
3065,No Name,Issaquah Alps,0.4,roundtrip,,,3.5,4,2019-06-22,12,https://www.wta.org/go-hiking/hikes/no-name
3066,Old Ellensburg,Central Cascades,3.6,roundtrip,500.0,5700.0,2.5,4,2018-06-03,7,https://www.wta.org/go-hiking/hikes/old-ellensburg
3067,Not So Sasse Peak,Snoqualmie Region,,,,,0.0,0,2013-03-22,1,https://www.wta.org/go-hiking/hikes/not-so-sasse-peak
3068,Box Spring Canyon,Central Washington,9.5,roundtrip,900.0,,4.0,1,2019-04-21,3,https://www.wta.org/go-hiking/hikes/box-spring-canyon
3069,Castle Rock Riverfront Trail,Southwest Washington,3.4,roundtrip,,150.0,0.0,0,2019-06-09,4,https://www.wta.org/go-hiking/hikes/castle-rock-riverfront-trail
3070,Cowiche Mountain,Central Washington,7.0,roundtrip,1140.0,2970.0,0.0,0,2019-05-04,19,https://www.wta.org/go-hiking/hikes/cowiche-mountain
3071,Buck Creek-Morrison Creek-Wicky Creek Loop,South Cascades,8.0,roundtrip,4100.0,1800.0,2.0,1,2017-10-08,2,https://www.wta.org/go-hiking/hikes/buck-creek-morrison-creek-wicky-creek-loop-hike
3072,Dome Peak,North Cascades,,,8132.0,8920.0,0.0,0,2014-07-04,1,https://www.wta.org/go-hiking/hikes/dome-peak
3073,Cabin Creek Snowshoe,Snoqualmie Region,2.4,roundtrip,,,0.0,0,2019-04-18,4,https://www.wta.org/go-hiking/hikes/cabin-creek-snowshoe
3074,Browns Lake,Eastern Washington,1.0,roundtrip,20.0,2440.0,0.0,0,2016-05-10,1,https://www.wta.org/go-hiking/hikes/browns-lake
3075,Burnt Mountain,South Cascades,5.0,roundtrip,500.0,6586.0,4.0,12,2019-05-29,49,https://www.wta.org/go-hiking/hikes/burnt-mountain
3076,Bluegrass Butte,North Cascades,,,,5306.0,0.0,0,2016-08-13,1,https://www.wta.org/go-hiking/hikes/bluegrass-butte
3077,Columbia National Wildlife Refuge - Rimrock Lake,Central Washington,3.0,roundtrip,200.0,1060.0,3.2,5,2019-06-15,20,https://www.wta.org/go-hiking/hikes/columbia-national-wildlife-refuge-rimrock-lake
3078,Custer's Bridge - Middle Tiger Loop,Issaquah Alps,11.0,roundtrip,1600.0,2607.0,0.0,0,2019-05-04,6,https://www.wta.org/go-hiking/hikes/custers-bridge-middle-tiger-loop
3079,Curlew Lake State Park - Curlew Lake Nature Trail,Eastern Washington,1.6,roundtrip,160.0,2500.0,0.0,0,2019-06-29,2,https://www.wta.org/go-hiking/hikes/curlew-lake-nature-trail
3080,Dry Creek Falls,Southwest Washington,4.6,roundtrip,860.0,870.0,3.5,4,2019-05-11,9,https://www.wta.org/go-hiking/hikes/dry-creek-falls
3081,Crescent Beach Preserve,Puget Sound and Islands,1.5,roundtrip,40.0,60.0,3.0,1,2019-06-02,2,https://www.wta.org/go-hiking/hikes/crescent-beach-preserve
3082,Cannon Mountain,Central Cascades,,,,8638.0,0.0,0,2018-06-06,4,https://www.wta.org/go-hiking/hikes/cannon-mountain
3083,BZ Trail,Southwest Washington,0.5,roundtrip,,,0.0,0,,0,https://www.wta.org/go-hiking/hikes/bz-trail
3084,Coleman Pinnacle,North Cascades,,,,,0.0,0,2018-09-25,5,https://www.wta.org/go-hiking/hikes/coleman-pinnacle
3085,Davis Peak,North Cascades,,,,7051.0,0.0,0,2018-09-02,2,https://www.wta.org/go-hiking/hikes/davis-peak-1
3086,Burfoot Park,Olympic Peninsula,3.0,trails,150.0,200.0,3.0,5,2019-03-20,8,https://www.wta.org/go-hiking/hikes/burfoot-park
3087,Columbia Mountain,Eastern Washington,15.4,roundtrip,3348.0,6565.0,0.0,0,2018-10-04,17,https://www.wta.org/go-hiking/hikes/columbia-mountain
3088,Dusty Lake,Central Washington,6.0,roundtrip,350.0,1000.0,0.0,0,2019-06-08,69,https://www.wta.org/go-hiking/hikes/dusty-lake
3089,Domke Mountain,Central Cascades,7.2,roundtrip,3500.0,4067.0,0.0,0,2019-04-28,1,https://www.wta.org/go-hiking/hikes/domke-mountain
3090,Copper Glance Lake,North Cascades,6.0,roundtrip,2800.0,6350.0,4.17,6,2019-06-30,28,https://www.wta.org/go-hiking/hikes/copper-glance-lake
3091,Candy Mountain Trail,Central Washington,3.6,roundtrip,555.0,1383.0,0.0,0,2019-04-24,11,https://www.wta.org/go-hiking/hikes/candy-mountain-trail
3092,Clark's Creek Park Loop,Puget Sound and Islands,5.5,roundtrip,,,3.5,2,2019-04-29,14,https://www.wta.org/go-hiking/hikes/clarks-creek-park-loop
3093,Burton Acres Park,Puget Sound and Islands,1.2,roundtrip,,,5.0,1,2017-07-01,3,https://www.wta.org/go-hiking/hikes/burton-acres-park-vashon
3094,Bowerman Basin,Southwest Washington,1.3,roundtrip,,20.0,3.0,1,2019-05-04,4,https://www.wta.org/go-hiking/hikes/bowerman-basin
3095,Che-che-op-tin Trail,Southwest Washington,1.0,roundtrip,10.0,25.0,0.0,0,2016-05-06,1,https://www.wta.org/go-hiking/hikes/che-che-op-tin-trail
3096,Chewelah Peak,Eastern Washington,4.0,roundtrip,1851.0,5773.0,0.0,0,2019-06-30,4,https://www.wta.org/go-hiking/hikes/chewelah-peak
3097,Breccia Peak,North Cascades,,,,,0.0,0,2019-06-29,7,https://www.wta.org/go-hiking/hikes/breccia-peak
3098,Basin Lake,South Cascades,,,,,2.2,5,2019-06-25,24,https://www.wta.org/go-hiking/hikes/basin-lake
3099,Badger Valley,Olympic Peninsula,8.9,roundtrip,2775.0,,3.0,7,2019-06-24,41,https://www.wta.org/go-hiking/hikes/badger-vallley
3100,Bear Mountain,Olympic Peninsula,,,,,2.25,4,2012-02-20,1,https://www.wta.org/go-hiking/hikes/bear-mountain
3101,Bear Creek,Eastern Washington,,,,,2.5,4,2017-05-27,3,https://www.wta.org/go-hiking/hikes/bear-creek
3102,Basin Creek,Eastern Washington,,,,,4.5,4,2014-06-14,3,https://www.wta.org/go-hiking/hikes/basin-creek
3103,Bachelor Meadows,Central Cascades,,,,,2.6,5,2019-06-30,8,https://www.wta.org/go-hiking/hikes/bachelor-meadows
3104,Bear Lake Snowshoe,North Cascades,10.0,roundtrip,1400.0,2775.0,2.5,2,2017-02-12,4,https://www.wta.org/go-hiking/hikes/bear-lake-snowshoe
3105,Beaver Valley,Issaquah Alps,,,,,2.8,5,2013-06-07,2,https://www.wta.org/go-hiking/hikes/beaver-valley
3106,Beauty Creek,North Cascades,,,,,4.75,4,2013-05-25,2,https://www.wta.org/go-hiking/hikes/beauty-creek
3107,Baker Pass,North Cascades,,,,,3.0,4,2016-05-31,1,https://www.wta.org/go-hiking/hikes/baker-pass
3108,Basalt Pass,Central Cascades,,,,,3.0,5,2018-07-01,15,https://www.wta.org/go-hiking/hikes/basalt-pass
3109,Badlands Trail,Central Cascades,,,,,3.5,4,2018-08-03,9,https://www.wta.org/go-hiking/hikes/badlands
3110,Baker Hot Springs,North Cascades,,,,,4.17,6,2019-06-17,19,https://www.wta.org/go-hiking/hikes/baker-hot-springs
3111,Bear Gap,South Cascades,,,,,2.25,4,2019-06-22,19,https://www.wta.org/go-hiking/hikes/bear-gap
3112,Bear Lake,Eastern Washington,,,,,3.4,5,2019-06-21,4,https://www.wta.org/go-hiking/hikes/bear-lake-1
3113,Barron Creek,North Cascades,,,,,2.25,4,,0,https://www.wta.org/go-hiking/hikes/barron-creek
3114,Basalt Ridge,Central Cascades,,,,,3.0,4,2018-08-12,31,https://www.wta.org/go-hiking/hikes/basalt-ridge
3115,Barnaby,Eastern Washington,,,,,2.25,4,,0,https://www.wta.org/go-hiking/hikes/barnaby
3116,Barnes Point Nature,Olympic Peninsula,,,,,1.75,4,2017-05-28,1,https://www.wta.org/go-hiking/hikes/barnes-point-nature
3117,Bell Pass,North Cascades,,,,,3.0,4,2018-10-12,13,https://www.wta.org/go-hiking/hikes/bell-pass
3118,Anthem Creek,Central Cascades,,,,,3.0,5,2014-05-31,5,https://www.wta.org/go-hiking/hikes/anthem-creek-1
3119,Andy Creek,South Cascades,,,,,4.0,4,2017-06-29,5,https://www.wta.org/go-hiking/hikes/andy-creek
3120,Angel Staircase,North Cascades,,,,,2.25,4,2016-07-28,18,https://www.wta.org/go-hiking/hikes/angel-staircase
3121,Angle Peak,Central Cascades,,,,,3.5,4,2017-05-06,1,https://www.wta.org/go-hiking/hikes/angle-peak
3122,American Lake,Mount Rainier Area,14.0,roundtrip,1000.0,5700.0,3.22,9,2018-08-22,26,https://www.wta.org/go-hiking/hikes/american-lake
3123,Anderson Glacier,Olympic Peninsula,,,,,2.67,6,2018-08-28,19,https://www.wta.org/go-hiking/hikes/anderson-glacier
3124,Arralde Creek,North Cascades,,,,,3.5,4,,0,https://www.wta.org/go-hiking/hikes/arralde-creek
3125,Angel Pass,Eastern Washington,,,,,3.8,5,2017-06-09,2,https://www.wta.org/go-hiking/hikes/angel-pass
3126,Anderson Pass,Olympic Peninsula,,,,,4.0,4,2018-09-22,44,https://www.wta.org/go-hiking/hikes/anderson-pass
3127,Squaw Creek,South Cascades,,,,,3.0,3,2000-08-04,1,https://www.wta.org/go-hiking/hikes/squaw-creek
3128,Trout Lake,Central Cascades,11.5,roundtrip,2000.0,4800.0,3.25,8,2018-07-17,73,https://www.wta.org/go-hiking/hikes/trout-lake
3129,Tubal Cain Mine,Olympic Peninsula,7.2,roundtrip,1600.0,4600.0,3.0,6,2019-06-28,127,https://www.wta.org/go-hiking/hikes/tull-canyon
3130,Tunnel Creek,Central Cascades,1.6,one-way,1300.0,4400.0,3.67,6,2019-06-04,69,https://www.wta.org/go-hiking/hikes/tunnel-creek
3131,Tunnel Creek,Olympic Peninsula,9.4,roundtrip,2450.0,4500.0,3.55,11,2019-06-30,160,https://www.wta.org/go-hiking/hikes/tunnel-creek-1
3132,Tungsten,North Cascades,6.2,one-way,2100.0,6800.0,3.0,5,2018-07-01,18,https://www.wta.org/go-hiking/hikes/tungsten
3133,Twin Lakes (Wenatchee),Central Cascades,8.4,roundtrip,1000.0,2850.0,3.0,8,2019-06-30,113,https://www.wta.org/go-hiking/hikes/twin-lakes-1
3134,Tucannon River Canyon,Eastern Washington,8.0,roundtrip,500.0,4050.0,2.2,5,2019-05-11,14,https://www.wta.org/go-hiking/hikes/tucannon-river
3135,Triad Creek,Central Cascades,4.0,one-way,2755.0,5807.0,2.5,4,2018-07-19,2,https://www.wta.org/go-hiking/hikes/triad-creek
3136,Trapper Creek,Southwest Washington,9.0,roundtrip,3000.0,4607.0,3.5,6,2019-05-24,28,https://www.wta.org/go-hiking/hikes/trapper-creek
3137,Escure Ranch - Towell Falls,Central Washington,6.4,roundtrip,530.0,1565.0,3.88,8,2019-06-20,37,https://www.wta.org/go-hiking/hikes/towell-falls
3138,Townsend Mountain,Central Cascades,,,,,5.0,3,2019-01-26,12,https://www.wta.org/go-hiking/hikes/townsend-mountain
3139,Tower Mountain,Eastern Washington,,,,,3.0,2,,0,https://www.wta.org/go-hiking/hikes/tower-mountain
3140,Traditional Knowledge Trail,Snoqualmie Region,0.3,roundtrip,,,4.0,1,2019-01-20,11,https://www.wta.org/go-hiking/hikes/traditional-knowledge-trail
3141,Trap Pass,Central Cascades,11.4,roundtrip,2700.0,5800.0,3.0,5,2018-10-11,38,https://www.wta.org/go-hiking/hikes/trap-pass
3142,Trail of the Cedars,North Cascades,1.0,roundtrip,,,3.6,5,2019-03-31,13,https://www.wta.org/go-hiking/hikes/trail-of-the-cedars
3143,Trail of the Shadows,Mount Rainier Area,0.7,roundtrip,20.0,2770.0,2.6,10,2019-06-01,46,https://www.wta.org/go-hiking/hikes/trail-of-the-shadows
3144,Trail Creek,Snoqualmie Region,9.4,roundtrip,1840.0,4750.0,1.75,4,2016-07-09,11,https://www.wta.org/go-hiking/hikes/trail-creek-1
3145,Trail of Two Forests,South Cascades,0.5,roundtrip,50.0,1885.0,3.33,6,2019-06-22,13,https://www.wta.org/go-hiking/hikes/trail-of-two-forests
3146,Trap Lake,Central Cascades,11.0,roundtrip,2700.0,5400.0,5.0,4,2019-05-24,46,https://www.wta.org/go-hiking/hikes/trap-lake
3147,Mount Spokane State Park - Trail 130,Eastern Washington,12.0,roundtrip,,,4.0,4,2019-06-22,33,https://www.wta.org/go-hiking/hikes/trail-130
3148,Teanaway Butte via Jungle Creek,Snoqualmie Region,8.0,roundtrip,2150.0,4760.0,0.0,0,2017-04-30,4,https://www.wta.org/go-hiking/hikes/teanaway-butte-via-jungle-creek
3149,Tenmile Falls,Central Cascades,5.4,roundtrip,1300.0,4600.0,2.5,4,2019-06-12,8,https://www.wta.org/go-hiking/hikes/ten-mile
3150,The Brothers,Olympic Peninsula,18.0,roundtrip,6050.0,6866.0,3.67,6,2019-06-17,113,https://www.wta.org/go-hiking/hikes/the-brothers
3151,Tooth Rock,Southwest Washington,2.1,roundtrip,315.0,,2.0,1,2016-10-22,2,https://www.wta.org/go-hiking/hikes/toothrock
3152,Tolt Pipeline Trail,Puget Sound and Islands,12.0,one-way,650.0,,2.0,1,2019-06-04,17,https://www.wta.org/go-hiking/hikes/tolt-pipeline-trail
3153,Tomlike Mountain,Southwest Washington,6.0,roundtrip,1300.0,4555.0,0.0,0,2018-01-13,3,https://www.wta.org/go-hiking/hikes/tomlike-mountain
3154,Three Fingers,North Cascades,15.0,roundtrip,4200.0,6854.0,4.53,15,2019-05-28,124,https://www.wta.org/go-hiking/hikes/three-fingers
3155,Thorp Lake,Snoqualmie Region,5.8,roundtrip,1260.0,4700.0,4.1,10,2019-06-01,72,https://www.wta.org/go-hiking/hikes/thorp-lake
3156,Thorp Mountain Lookout via Thorp Creek,Snoqualmie Region,7.4,roundtrip,1484.0,5884.0,3.33,3,2019-07-03,46,https://www.wta.org/go-hiking/hikes/thorp-creek
3157,Tolt-MacDonald Park,Puget Sound and Islands,12.0,roundtrip,,,3.0,5,2019-06-24,38,https://www.wta.org/go-hiking/hikes/tolt-mcdonald-park
3158,Huckleberry Snowshoe Route,North Cascades,,,,,0.0,0,2013-02-23,2,https://www.wta.org/go-hiking/hikes/huckleberry-snowshoe-route
3159,Junction Lake,South Cascades,5.0,roundtrip,700.0,4780.0,2.5,2,2019-06-29,4,https://www.wta.org/go-hiking/hikes/indian-heaven-junction-lake
3160,Hope Island,Puget Sound and Islands,,,,,0.0,0,2014-04-13,2,https://www.wta.org/go-hiking/hikes/hope-island
3161,Horse Heaven Hills,Central Washington,6.8,roundtrip,1220.0,1924.0,3.57,7,2019-06-24,13,https://www.wta.org/go-hiking/hikes/horse-heaven-hills
3162,Indian Racetrack,South Cascades,5.0,roundtrip,700.0,5200.0,3.33,6,2018-09-15,13,https://www.wta.org/go-hiking/hikes/indian-racetrack
3163,Icicle River Road Snowshoe,Central Cascades,,,,,0.0,0,2019-02-02,12,https://www.wta.org/go-hiking/hikes/icicle-river-road-snowshoe
3164,Hurricane Ridge Snowshoe,Olympic Peninsula,6.0,roundtrip,800.0,5757.0,3.5,10,2019-04-05,77,https://www.wta.org/go-hiking/hikes/hurricane-hill-snowshoe
3165,Howson Creek,Snoqualmie Region,7.0,roundtrip,3400.0,5700.0,2.6,5,2018-11-07,15,https://www.wta.org/go-hiking/hikes/howson-creek
3166,Horseshoe Lake,Central Cascades,16.0,roundtrip,,,4.0,5,2019-06-01,50,https://www.wta.org/go-hiking/hikes/horseshoe-lake
3167,Huffman Peak,Southwest Washington,13.6,roundtrip,3990.0,3830.0,3.5,4,2018-08-04,7,https://www.wta.org/go-hiking/hikes/huffman-peak
3168,Home Lake,Olympic Peninsula,19.4,roundtrip,3000.0,5330.0,4.0,5,2018-08-19,26,https://www.wta.org/go-hiking/hikes/home-lake
3169,Trout Lake to Emerald Lake,Eastern Washington,6.5,roundtrip,1430.0,3740.0,2.83,6,2019-04-27,23,https://www.wta.org/go-hiking/hikes/hoodoo-canyon
3170,Iron Bear - Teanaway Ridge,Snoqualmie Region,6.5,roundtrip,1900.0,5489.0,3.97,29,2019-07-04,341,https://www.wta.org/go-hiking/hikes/iron-bear
3171,Humpback Mountain,Snoqualmie Region,4.0,roundtrip,2500.0,5174.0,4.0,7,2019-06-14,113,https://www.wta.org/go-hiking/hikes/humpback-mountain
3172,Hummocks Trail,South Cascades,2.4,roundtrip,100.0,2500.0,3.82,17,2019-06-15,91,https://www.wta.org/go-hiking/hikes/hummocks
3173,Ira Spring Trail - Mason Lake,Snoqualmie Region,6.5,roundtrip,2420.0,4320.0,4.18,99,2019-07-04,1363,https://www.wta.org/go-hiking/hikes/ira-spring-memorial
3174,Ingalls Creek,Central Cascades,14.4,one-way,1450.0,3450.0,3.68,22,2019-06-21,349,https://www.wta.org/go-hiking/hikes/ingalls-creek
3175,Independence and North Lakes,North Cascades,7.0,roundtrip,2200.0,4950.0,3.9,21,2019-06-29,196,https://www.wta.org/go-hiking/hikes/independence-and-north-lakes
3176,I-90 Trail,Puget Sound and Islands,20.0,roundtrip,,,2.0,1,2019-06-14,9,https://www.wta.org/go-hiking/hikes/i-90-trail
3177,Huckleberry Creek,Mount Rainier Area,2.0,roundtrip,,3200.0,3.12,8,2018-09-21,46,https://www.wta.org/go-hiking/hikes/huckleberry-creek
3178,Horseshoe Basin,North Cascades,12.0,roundtrip,1550.0,7200.0,3.5,12,2019-06-28,107,https://www.wta.org/go-hiking/hikes/horseshoe-basin-pasayten
3179,Hyas Lake,Snoqualmie Region,4.0,roundtrip,100.0,3500.0,2.12,8,2019-07-02,129,https://www.wta.org/go-hiking/hikes/hyas-lake
3180,Ice Creek - Ice Lakes,Central Cascades,28.0,roundtrip,4200.0,6900.0,4.2,5,2018-10-06,29,https://www.wta.org/go-hiking/hikes/ice-creek-ice-lakes
3181,Icicle Ridge Lookout,Central Cascades,11.0,roundtrip,4700.0,,4.0,2,2018-06-07,10,https://www.wta.org/go-hiking/hikes/icicle-ridge-lookout
3182,Huckleberry Mountain,North Cascades,12.0,roundtrip,4600.0,5483.0,2.7,10,2019-05-11,61,https://www.wta.org/go-hiking/hikes/huckleberry-mountain
3183,Indian Bar - Cowlitz Divide,Mount Rainier Area,14.6,roundtrip,3130.0,5900.0,3.5,6,2018-10-20,56,https://www.wta.org/go-hiking/hikes/indian-bar
3184,Huntoon Point Snowshoe,North Cascades,6.0,roundtrip,1200.0,5200.0,5.0,4,2019-04-28,43,https://www.wta.org/go-hiking/hikes/huntoon-point
3185,Howard Lake,Central Cascades,3.3,roundtrip,600.0,2180.0,2.5,2,2019-02-17,2,https://www.wta.org/go-hiking/hikes/howard-lake
3186,Horseshoe Bend,North Cascades,2.4,roundtrip,220.0,1200.0,3.46,13,2019-06-02,66,https://www.wta.org/go-hiking/hikes/horseshoe-bend
3187,Illahee Forest Preserve,Olympic Peninsula,2.7,roundtrip,210.0,530.0,3.0,2,2019-03-03,10,https://www.wta.org/go-hiking/hikes/illahee-preserve
3188,Diobsud Creek,North Cascades,4.0,roundtrip,440.0,900.0,4.33,3,2018-05-27,19,https://www.wta.org/go-hiking/hikes/diobsud-creek
3189,Canyon Creek,North Cascades,7.0,roundtrip,700.0,2600.0,3.17,6,2019-05-03,23,https://www.wta.org/go-hiking/hikes/canyon-creek
3190,Sequalitchew Creek,Puget Sound and Islands,3.0,roundtrip,,,3.89,9,2019-05-18,89,https://www.wta.org/go-hiking/hikes/dupont-sequalitchew-creek
3191,Dry Creek,Olympic Peninsula,6.0,roundtrip,800.0,1600.0,2.6,5,2019-06-25,74,https://www.wta.org/go-hiking/hikes/dry-creek
3192,Marmot Pass via Upper Dungeness River Trail,Olympic Peninsula,16.2,roundtrip,3500.0,6000.0,4.2,15,2019-06-18,146,https://www.wta.org/go-hiking/hikes/dungeness-river
3193,Driveway Butte,North Cascades,8.0,roundtrip,3030.0,5982.0,3.4,10,2019-05-26,61,https://www.wta.org/go-hiking/hikes/driveway-butte
3194,Dungeness Spit,Olympic Peninsula,11.0,roundtrip,130.0,130.0,3.67,24,2019-06-16,154,https://www.wta.org/go-hiking/hikes/dungeness-national-wildlife-refuge
3195,Double Bluff,Puget Sound and Islands,4.0,roundtrip,,,3.22,9,2019-05-26,34,https://www.wta.org/go-hiking/hikes/double-bluff
3196,Dry Creek,South Cascades,8.4,roundtrip,350.0,1500.0,4.0,4,2019-05-24,11,https://www.wta.org/go-hiking/hikes/dry-creek-2
3197,Dragontail Peak,Central Cascades,13.5,roundtrip,5833.0,8840.0,5.0,3,2019-06-22,49,https://www.wta.org/go-hiking/hikes/dragontail-peak
3198,Dumbbell Lake,South Cascades,14.0,roundtrip,2210.0,5150.0,1.8,5,2019-06-16,18,https://www.wta.org/go-hiking/hikes/dumbbell-lake-1
3199,Larrabee State Park - Double Diamond Trail,Puget Sound and Islands,,,,,2.0,3,2019-05-29,25,https://www.wta.org/go-hiking/hikes/double-diamond-trail
3200,Dosewallips River Road,Olympic Peninsula,13.0,roundtrip,1200.0,1550.0,3.75,12,2019-06-15,124,https://www.wta.org/go-hiking/hikes/dosewallips-river
3201,Eagle Lakes,North Cascades,12.5,roundtrip,2350.0,7110.0,3.38,8,2018-07-15,46,https://www.wta.org/go-hiking/hikes/eagle-lakes
3202,Dosewallips State Park - Steam Donkey Trail,Olympic Peninsula,3.5,roundtrip,400.0,425.0,3.0,9,2019-06-23,86,https://www.wta.org/go-hiking/hikes/dosewallips-river-state-park
3203,Eagle Creek,Southwest Washington,12.0,roundtrip,1100.0,1200.0,4.75,8,2017-08-18,59,https://www.wta.org/go-hiking/hikes/eagle-creek-1
3204,East Fork,Issaquah Alps,1.4,roundtrip,,,3.5,4,2019-04-06,25,https://www.wta.org/go-hiking/hikes/east-fork
3205,Eagle Lake Fisherman's Trail,Central Cascades,5.0,roundtrip,712.0,3888.0,4.18,11,2019-07-04,94,https://www.wta.org/go-hiking/hikes/eagle-lake-fishermans-trail
3206,Eagle Peak Saddle,Mount Rainier Area,7.2,roundtrip,2910.0,5720.0,3.62,8,2019-06-29,123,https://www.wta.org/go-hiking/hikes/eagle-peak-saddle
3207,Ahtanum State Forest - Eagle's Nest,South Cascades,0.1,roundtrip,17.0,6183.0,2.0,1,2018-10-20,3,https://www.wta.org/go-hiking/hikes/eagles-nest
3208,East Bank Ross Lake,North Cascades,31.0,one-way,800.0,,3.4,5,2019-06-16,82,https://www.wta.org/go-hiking/hikes/east-bank-ross-lake-737
3209,East Crater,South Cascades,5.0,roundtrip,900.0,4900.0,3.4,5,2019-06-29,11,https://www.wta.org/go-hiking/hikes/east-crater
3210,Squak Mountain Access Trail,Issaquah Alps,2.0,roundtrip,,,3.2,5,2019-01-31,26,https://www.wta.org/go-hiking/hikes/east-access
3211,Dwight's Way,Issaquah Alps,1.0,roundtrip,,,2.8,5,2019-06-25,40,https://www.wta.org/go-hiking/hikes/dwights-way
3212,Downey Creek,North Cascades,13.2,roundtrip,1280.0,2400.0,2.75,8,2019-06-30,67,https://www.wta.org/go-hiking/hikes/downey-creek
3213,Deer Lake,Olympic Peninsula,8.0,roundtrip,1650.0,,2.5,12,2019-06-30,85,https://www.wta.org/go-hiking/hikes/deer-lake-1
3214,Lake Dorothy - Lake Bear - Lake Deer,Central Cascades,11.5,roundtrip,1600.0,3800.0,3.78,36,2019-07-04,499,https://www.wta.org/go-hiking/hikes/dorothy-lake
3215,Doe Falls,South Cascades,7.25,roundtrip,1720.0,4320.0,2.67,6,2018-05-13,5,https://www.wta.org/go-hiking/hikes/doe-falls
3216,Deception Pass State Park - Headlands / Rosario Head / Lighthouse Point,Puget Sound and Islands,5.0,roundtrip,350.0,110.0,4.14,35,2019-06-22,227,https://www.wta.org/go-hiking/hikes/deception-pass-headlands
3217,Deadfall,Olympic Peninsula,7.6,roundtrip,2240.0,4273.0,2.67,6,2019-06-01,29,https://www.wta.org/go-hiking/hikes/deadfall
3218,North Fork Twenty Mile,North Cascades,,,,,3.5,4,2008-07-04,5,https://www.wta.org/go-hiking/hikes/north-fork-twenty-mile
